Date,Manufacturer,Category,Region,Production_Volume,Average_Price,GDP_Growth,Steel_Price,US_Tariff_Rate,US_EV_Subsidy,EV_Share,Oil_Price,Interest_Rate
2021-05-31,Volkswagen,Electric_Vehicles,North_America,8869,56704.23,0.0382,707.71,0.035,7500,0.2844,28.15,0.018
2021-05-31,Volkswagen,Electric_Vehicles,Europe,12739,55824.3,0.0367,648.31,0.035,7500,0.2844,63.48,0.013
2021-05-31,Volkswagen,Electric_Vehicles,Asia_Pacific,12040,56446.67,0.0276,612.86,0.035,7500,0.2844,50.21,0.0228
2021-05-31,Volkswagen,Electric_Vehicles,China,16628,57913.4,0.0237,652.69,0.035,7500,0.2844,40.91,0.0122
2021-05-31,Ford,Passenger_Cars,North_America,27939,29832.85,0.0343,615.82,0.035,7500,0.2844,38.52,0.0182
2021-05-31,Ford,Passenger_Cars,Europe,32584,32170.59,0.0323,634.18,0.035,7500,0.2844,64.51,0.0343
2021-05-31,Ford,Passenger_Cars,Asia_Pacific,37321,30288.06,0.0352,662.21,0.035,7500,0.2844,56.17,0.0195
2021-05-31,Ford,Passenger_Cars,China,43801,31422.6,0.0329,625.64,0.035,7500,0.2844,44.17,0.0187
2021-05-31,Ford,Commercial_Vehicles,North_America,7771,56154.07,0.0345,669.9,0.035,7500,0.2844,64.63,0.016
2021-05-31,Ford,Commercial_Vehicles,Europe,8928,56641.91,0.0313,609.53,0.035,7500,0.2844,64.86,0.0162
2021-05-31,Ford,Commercial_Vehicles,Asia_Pacific,12061,55912.55,0.0352,644.81,0.035,7500,0.2844,39.75,0.0197
2021-05-31,Ford,Commercial_Vehicles,China,13823,55327.21,0.0238,655.0,0.035,7500,0.2844,67.81,0.0073
2021-05-31,Ford,Electric_Vehicles,North_America,8421,53615.99,0.0306,646.62,0.035,7500,0.2844,38.49,0.0161
2021-05-31,Ford,Electric_Vehicles,Europe,10467,49661.53,0.0348,666.01,0.035,7500,0.2844,40.84,0.0172
2021-05-31,Ford,Electric_Vehicles,Asia_Pacific,10037,47986.51,0.0251,683.88,0.035,7500,0.2844,61.29,0.016
2021-05-31,Ford,Electric_Vehicles,China,13238,48217.43,0.0233,627.22,0.035,7500,0.2844,62.51,0.0249
2021-05-31,Hyundai-Kia,Passenger_Cars,North_America,25630,27295.66,0.0298,647.37,0.035,7500,0.2844,37.71,0.0231
2021-05-31,Hyundai-Kia,Passenger_Cars,Europe,29331,29298.09,0.0278,699.89,0.035,7500,0.2844,43.63,0.0189
2021-05-31,Hyundai-Kia,Passenger_Cars,Asia_Pacific,35948,29139.68,0.0353,663.43,0.035,7500,0.2844,79.52,0.0137
2021-05-31,Hyundai-Kia,Passenger_Cars,China,42507,27497.24,0.0319,711.09,0.035,7500,0.2844,64.1,0.006
2021-05-31,Hyundai-Kia,Commercial_Vehicles,North_America,7318,52702.91,0.0248,681.88,0.035,7500,0.2844,51.67,0.0135
2021-05-31,Hyundai-Kia,Commercial_Vehicles,Europe,7599,50111.34,0.0277,596.38,0.035,7500,0.2844,49.06,0.0137
2021-05-31,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,10305,52978.0,0.0316,665.05,0.035,7500,0.2844,45.97,0.017
2021-05-31,Hyundai-Kia,Commercial_Vehicles,China,12405,49308.66,0.0244,643.54,0.035,7500,0.2844,41.05,0.0111
2021-05-31,Hyundai-Kia,Electric_Vehicles,North_America,6810,45049.28,0.0316,671.71,0.035,7500,0.2844,54.74,0.0175
2021-05-31,Hyundai-Kia,Electric_Vehicles,Europe,9136,44260.06,0.0288,680.26,0.035,7500,0.2844,50.55,0.0211
2021-05-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,9827,44320.45,0.0284,667.56,0.035,7500,0.2844,81.8,0.027
2021-05-31,Hyundai-Kia,Electric_Vehicles,China,11058,44573.39,0.0164,645.98,0.035,7500,0.2844,52.39,0.0107
2021-05-31,Stellantis,Passenger_Cars,North_America,22985,33655.02,0.0342,688.31,0.035,7500,0.2844,57.42,0.0147
2021-05-31,Stellantis,Passenger_Cars,Europe,26071,31786.2,0.0275,652.61,0.035,7500,0.2844,67.17,0.015
2021-05-31,Stellantis,Passenger_Cars,Asia_Pacific,31865,32981.72,0.0353,643.58,0.035,7500,0.2844,42.22,0.0129
2021-05-31,Stellantis,Passenger_Cars,China,37080,34257.32,0.0267,682.78,0.035,7500,0.2844,38.81,0.016
2021-05-31,Stellantis,Commercial_Vehicles,North_America,7281,56498.91,0.0264,645.3,0.035,7500,0.2844,64.21,0.017
2021-05-31,Stellantis,Commercial_Vehicles,Europe,7578,59084.22,0.0285,660.3,0.035,7500,0.2844,46.7,0.0258
2021-05-31,Stellantis,Commercial_Vehicles,Asia_Pacific,10271,59328.13,0.0348,613.44,0.035,7500,0.2844,50.72,0.0164
2021-05-31,Stellantis,Commercial_Vehicles,China,10822,58527.9,0.0339,684.54,0.035,7500,0.2844,56.1,0.013
2021-05-31,Stellantis,Electric_Vehicles,North_America,6498,55422.36,0.0332,654.1,0.035,7500,0.2844,48.5,0.0138
2021-05-31,Stellantis,Electric_Vehicles,Europe,7523,54407.93,0.0349,614.42,0.035,7500,0.2844,68.32,0.01
2021-05-31,Stellantis,Electric_Vehicles,Asia_Pacific,8609,51905.81,0.0237,646.98,0.035,7500,0.2844,69.41,0.0181
2021-05-31,Stellantis,Electric_Vehicles,China,11924,49803.93,0.0346,629.95,0.035,7500,0.2844,62.73,0.0204
2021-05-31,GM,Passenger_Cars,North_America,31025,29934.26,0.0389,697.64,0.035,7500,0.2844,49.16,0.016
2021-05-31,GM,Passenger_Cars,Europe,37707,30481.96,0.0256,696.1,0.035,7500,0.2844,60.86,0.0111
2021-05-31,GM,Passenger_Cars,Asia_Pacific,39774,28841.83,0.0365,639.3,0.035,7500,0.2844,50.75,0.0179
2021-05-31,GM,Passenger_Cars,China,43218,30444.21,0.0269,666.56,0.035,7500,0.2844,55.39,0.018
2021-05-31,GM,Commercial_Vehicles,North_America,8166,56695.03,0.0428,632.4,0.035,7500,0.2844,45.76,0.0095
2021-05-31,GM,Commercial_Vehicles,Europe,10107,58863.4,0.0355,640.43,0.035,7500,0.2844,34.51,0.0153
2021-05-31,GM,Commercial_Vehicles,Asia_Pacific,11950,54222.47,0.0372,665.21,0.035,7500,0.2844,50.82,0.0182
2021-05-31,GM,Commercial_Vehicles,China,14625,56772.9,0.0296,659.16,0.035,7500,0.2844,44.54,0.0119
2021-05-31,GM,Electric_Vehicles,North_America,8560,50647.09,0.0334,667.85,0.035,7500,0.2844,69.96,0.0159
2021-05-31,GM,Electric_Vehicles,Europe,10779,47637.64,0.0285,576.41,0.035,7500,0.2844,48.41,0.0133
2021-05-31,GM,Electric_Vehicles,Asia_Pacific,13085,50271.34,0.0298,604.28,0.035,7500,0.2844,60.28,0.0161
2021-05-31,GM,Electric_Vehicles,China,13253,49405.94,0.0301,657.47,0.035,7500,0.2844,49.91,0.0134
2021-06-30,Toyota,Passenger_Cars,North_America,37531,32774.46,0.0279,651.03,0.035,7500,0.2844,63.75,0.0173
2021-06-30,Toyota,Passenger_Cars,Europe,46652,34161.34,0.0313,636.95,0.035,7500,0.2844,35.32,0.0162
2021-06-30,Toyota,Passenger_Cars,Asia_Pacific,40058,33794.79,0.0294,650.08,0.035,7500,0.2844,68.11,0.0212
2021-06-30,Toyota,Passenger_Cars,China,52781,33934.4,0.0335,651.86,0.035,7500,0.2844,58.13,0.0145
2021-06-30,Toyota,Commercial_Vehicles,North_America,11166,64771.59,0.03,666.47,0.035,7500,0.2844,50.52,0.0178
2021-06-30,Toyota,Commercial_Vehicles,Europe,10621,62746.98,0.0266,682.43,0.035,7500,0.2844,53.91,0.0161
2021-06-30,Toyota,Commercial_Vehicles,Asia_Pacific,14768,58302.23,0.0335,670.08,0.035,7500,0.2844,29.13,0.0159
2021-06-30,Toyota,Commercial_Vehicles,China,19611,59419.3,0.0196,671.97,0.035,7500,0.2844,49.83,0.016
2021-06-30,Toyota,Electric_Vehicles,North_America,12076,55970.95,0.0318,608.58,0.035,7500,0.2844,59.85,0.0156
2021-06-30,Toyota,Electric_Vehicles,Europe,12902,55603.28,0.0343,618.34,0.035,7500,0.2844,54.28,0.0178
2021-06-30,Toyota,Electric_Vehicles,Asia_Pacific,14841,54660.62,0.0317,729.45,0.035,7500,0.2844,56.55,0.02
2021-06-30,Toyota,Electric_Vehicles,China,16064,53407.7,0.0268,705.44,0.035,7500,0.2844,55.15,0.0241
2021-06-30,Volkswagen,Passenger_Cars,North_America,28394,34290.85,0.0341,641.58,0.035,7500,0.2844,78.47,0.0155
2021-06-30,Volkswagen,Passenger_Cars,Europe,35961,35523.92,0.034,655.28,0.035,7500,0.2844,41.08,0.0237
2021-06-30,Volkswagen,Passenger_Cars,Asia_Pacific,46158,37074.23,0.0255,668.97,0.035,7500,0.2844,27.51,0.0124
2021-06-30,Volkswagen,Passenger_Cars,China,55220,34883.57,0.0296,675.42,0.035,7500,0.2844,60.16,0.0151
2021-06-30,Volkswagen,Commercial_Vehicles,North_America,9287,67152.98,0.0341,604.42,0.035,7500,0.2844,59.15,0.0164
2021-06-30,Volkswagen,Commercial_Vehicles,Europe,10618,61220.44,0.0273,651.1,0.035,7500,0.2844,74.48,0.0067
2021-06-30,Volkswagen,Commercial_Vehicles,Asia_Pacific,13813,62324.58,0.0301,594.44,0.035,7500,0.2844,54.58,0.0202
2021-06-30,Volkswagen,Commercial_Vehicles,China,14801,62782.65,0.0257,647.78,0.035,7500,0.2844,72.05,0.013
2021-06-30,Volkswagen,Electric_Vehicles,North_America,9055,55773.98,0.0296,692.9,0.035,7500,0.2844,55.59,0.0206
2021-06-30,Volkswagen,Electric_Vehicles,Europe,11314,54588.88,0.033,617.15,0.035,7500,0.2844,65.31,0.0157
2021-06-30,Volkswagen,Electric_Vehicles,Asia_Pacific,13412,55404.15,0.0279,650.29,0.035,7500,0.2844,55.23,0.0196
2021-06-30,Volkswagen,Electric_Vehicles,China,14757,54009.26,0.0363,622.01,0.035,7500,0.2844,68.28,0.0103
2021-06-30,Ford,Passenger_Cars,North_America,28911,30740.94,0.0397,702.77,0.035,7500,0.2844,62.12,0.0141
2021-06-30,Ford,Passenger_Cars,Europe,37269,30801.96,0.0257,653.95,0.035,7500,0.2844,34.64,0.016
2021-06-30,Ford,Passenger_Cars,Asia_Pacific,32836,33166.67,0.0339,685.04,0.035,7500,0.2844,64.91,0.0165
2021-06-30,Ford,Passenger_Cars,China,42243,32122.69,0.0318,658.69,0.035,7500,0.2844,64.51,0.0094
2021-06-30,Ford,Commercial_Vehicles,North_America,8491,54938.66,0.0289,635.79,0.035,7500,0.2844,47.56,0.0189
2021-06-30,Ford,Commercial_Vehicles,Europe,9813,53616.73,0.035,655.87,0.035,7500,0.2844,28.64,0.0072
2021-06-30,Ford,Commercial_Vehicles,Asia_Pacific,11304,55805.67,0.035,675.86,0.035,7500,0.2844,49.63,0.0192
2021-06-30,Ford,Commercial_Vehicles,China,15614,57434.54,0.0296,617.07,0.035,7500,0.2844,67.99,0.0128
2021-06-30,Ford,Electric_Vehicles,North_America,7594,49068.13,0.0283,712.46,0.035,7500,0.2844,43.56,0.0176
2021-06-30,Ford,Electric_Vehicles,Europe,9695,49554.04,0.0231,716.17,0.035,7500,0.2844,53.78,0.0111
2021-06-30,Ford,Electric_Vehicles,Asia_Pacific,10701,51353.5,0.0296,647.96,0.035,7500,0.2844,32.87,0.015
2021-06-30,Ford,Electric_Vehicles,China,13211,51818.42,0.0218,682.14,0.035,7500,0.2844,48.04,0.0148
2021-06-30,Hyundai-Kia,Passenger_Cars,North_America,23160,27842.26,0.0276,651.33,0.035,7500,0.2844,48.39,0.0086
2021-06-30,Hyundai-Kia,Passenger_Cars,Europe,27082,27304.39,0.0307,684.43,0.035,7500,0.2844,48.43,0.0107
2021-06-30,Hyundai-Kia,Passenger_Cars,Asia_Pacific,35904,28258.0,0.0272,644.2,0.035,7500,0.2844,31.93,0.01
2021-06-30,Hyundai-Kia,Passenger_Cars,China,36599,27915.89,0.0303,676.43,0.035,7500,0.2844,66.39,0.014
2021-06-30,Hyundai-Kia,Commercial_Vehicles,North_America,6276,51105.67,0.0266,694.89,0.035,7500,0.2844,40.69,0.0119
2021-06-30,Hyundai-Kia,Commercial_Vehicles,Europe,7174,51305.25,0.0256,645.58,0.035,7500,0.2844,57.11,0.0192
2021-06-30,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,9604,50426.86,0.0225,678.19,0.035,7500,0.2844,51.43,0.0174
2021-06-30,Hyundai-Kia,Commercial_Vehicles,China,12635,50086.96,0.0299,575.77,0.035,7500,0.2844,52.57,0.0213
2021-06-30,Hyundai-Kia,Electric_Vehicles,North_America,5749,44799.41,0.0383,614.79,0.035,7500,0.2844,67.54,0.0182
2021-06-30,Hyundai-Kia,Electric_Vehicles,Europe,7777,44988.21,0.0261,684.08,0.035,7500,0.2844,43.72,0.0079
2021-06-30,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,10531,45015.65,0.0373,679.23,0.035,7500,0.2844,27.2,0.0129
2021-06-30,Hyundai-Kia,Electric_Vehicles,China,12283,44078.78,0.0253,661.67,0.035,7500,0.2844,49.45,0.0165
2021-06-30,Stellantis,Passenger_Cars,North_America,20210,32852.05,0.032,667.71,0.035,7500,0.2844,49.58,0.0161
2021-06-30,Stellantis,Passenger_Cars,Europe,27896,33995.97,0.0373,645.56,0.035,7500,0.2844,49.83,0.0219
2021-06-30,Stellantis,Passenger_Cars,Asia_Pacific,35413,33196.51,0.0251,707.09,0.035,7500,0.2844,28.2,0.0144
2021-06-30,Stellantis,Passenger_Cars,China,38665,31967.8,0.034,638.03,0.035,7500,0.2844,46.81,0.0188
2021-06-30,Stellantis,Commercial_Vehicles,North_America,5630,58656.6,0.0252,645.41,0.035,7500,0.2844,42.89,0.0213
2021-06-30,Stellantis,Commercial_Vehicles,Europe,9121,59532.6,0.0293,663.94,0.035,7500,0.2844,47.54,0.0121
2021-06-30,Stellantis,Commercial_Vehicles,Asia_Pacific,7587,57729.47,0.0278,653.46,0.035,7500,0.2844,45.68,0.0168
2021-06-30,Stellantis,Commercial_Vehicles,China,9169,57614.44,0.0262,612.91,0.035,7500,0.2844,60.96,0.019
2021-06-30,Stellantis,Electric_Vehicles,North_America,6644,51459.63,0.0355,635.32,0.035,7500,0.2844,72.05,0.0143
2021-06-30,Stellantis,Electric_Vehicles,Europe,8950,53549.8,0.0275,636.57,0.035,7500,0.2844,55.91,0.0094
2021-06-30,Stellantis,Electric_Vehicles,Asia_Pacific,10309,52707.5,0.0238,706.78,0.035,7500,0.2844,46.68,0.0176
2021-06-30,Stellantis,Electric_Vehicles,China,9824,54711.02,0.0291,643.8,0.035,7500,0.2844,63.94,0.0104
2021-06-30,GM,Passenger_Cars,North_America,29859,31553.56,0.0289,653.73,0.035,7500,0.2844,52.71,0.0119
2021-06-30,GM,Passenger_Cars,Europe,26660,31401.97,0.0304,637.51,0.035,7500,0.2844,43.72,0.0139
2021-06-30,GM,Passenger_Cars,Asia_Pacific,42042,31634.6,0.0329,653.89,0.035,7500,0.2844,51.71,0.0138
2021-06-30,GM,Passenger_Cars,China,46410,31445.76,0.024,642.53,0.035,7500,0.2844,49.18,0.0104
2021-06-30,GM,Commercial_Vehicles,North_America,7621,57230.63,0.0396,636.05,0.035,7500,0.2844,48.99,0.0056
2021-06-30,GM,Commercial_Vehicles,Europe,11144,56949.86,0.019,634.85,0.035,7500,0.2844,34.62,0.0157
2021-06-30,GM,Commercial_Vehicles,Asia_Pacific,11503,55164.29,0.0368,608.48,0.035,7500,0.2844,53.3,0.0121
2021-06-30,GM,Commercial_Vehicles,China,12658,54248.83,0.0334,607.46,0.035,7500,0.2844,52.13,0.0242
2021-06-30,GM,Electric_Vehicles,North_America,7214,50275.47,0.0282,639.08,0.035,7500,0.2844,55.19,0.0118
2021-06-30,GM,Electric_Vehicles,Europe,10557,50796.52,0.0222,593.26,0.035,7500,0.2844,44.48,0.016
2021-06-30,GM,Electric_Vehicles,Asia_Pacific,12236,52034.88,0.0189,663.55,0.035,7500,0.2844,54.25,0.0183
2021-06-30,GM,Electric_Vehicles,China,13784,49559.05,0.0307,654.3,0.035,7500,0.2844,43.28,0.013
2021-07-31,Toyota,Passenger_Cars,North_America,31181,32725.27,0.0347,652.22,0.035,7500,0.2844,58.87,0.0194
2021-07-31,Toyota,Passenger_Cars,Europe,39104,32329.11,0.0416,646.22,0.035,7500,0.2844,49.91,0.0166
2021-07-31,Toyota,Passenger_Cars,Asia_Pacific,49885,33526.73,0.0193,658.32,0.035,7500,0.2844,60.48,0.0021
2021-07-31,Toyota,Passenger_Cars,China,55691,34351.82,0.0245,639.87,0.035,7500,0.2844,41.72,0.0206
2021-07-31,Toyota,Commercial_Vehicles,North_America,11617,66643.93,0.029,624.48,0.035,7500,0.2844,47.69,0.0149
2021-07-31,Toyota,Commercial_Vehicles,Europe,10874,61491.51,0.0357,694.45,0.035,7500,0.2844,63.51,0.0171
2021-07-31,Toyota,Commercial_Vehicles,Asia_Pacific,12890,61218.24,0.0279,589.59,0.035,7500,0.2844,55.9,0.0233
2021-07-31,Toyota,Commercial_Vehicles,China,15834,61120.47,0.0244,642.41,0.035,7500,0.2844,71.48,0.0153
2021-07-31,Toyota,Electric_Vehicles,North_America,10981,56117.87,0.0353,667.39,0.035,7500,0.2844,51.62,0.0189
2021-07-31,Toyota,Electric_Vehicles,Europe,10565,57539.09,0.0383,674.53,0.035,7500,0.2844,51.98,0.0146
2021-07-31,Toyota,Electric_Vehicles,Asia_Pacific,14888,54924.2,0.0328,653.42,0.035,7500,0.2844,52.17,0.012
2021-07-31,Toyota,Electric_Vehicles,China,17252,54781.56,0.0306,703.75,0.035,7500,0.2844,70.51,0.0167
2021-07-31,Volkswagen,Passenger_Cars,North_America,27337,32857.43,0.032,657.58,0.035,7500,0.2844,37.66,0.0095
2021-07-31,Volkswagen,Passenger_Cars,Europe,37638,35753.54,0.0356,651.15,0.035,7500,0.2844,39.37,0.0079
2021-07-31,Volkswagen,Passenger_Cars,Asia_Pacific,44608,35255.92,0.0321,640.07,0.035,7500,0.2844,30.9,0.0087
2021-07-31,Volkswagen,Passenger_Cars,China,55405,36037.08,0.0318,666.6,0.035,7500,0.2844,58.1,0.0075
2021-07-31,Volkswagen,Commercial_Vehicles,North_America,9128,62812.19,0.0303,643.72,0.035,7500,0.2844,46.61,0.0183
2021-07-31,Volkswagen,Commercial_Vehicles,Europe,11287,62900.44,0.0313,652.54,0.035,7500,0.2844,48.46,0.008
2021-07-31,Volkswagen,Commercial_Vehicles,Asia_Pacific,12669,62865.17,0.0337,617.34,0.035,7500,0.2844,40.85,0.0183
2021-07-31,Volkswagen,Commercial_Vehicles,China,18420,63411.77,0.027,694.63,0.035,7500,0.2844,63.5,0.0167
2021-07-31,Volkswagen,Electric_Vehicles,North_America,8765,59241.7,0.0336,721.95,0.035,7500,0.2844,61.36,0.0073
2021-07-31,Volkswagen,Electric_Vehicles,Europe,9634,59344.21,0.028,642.61,0.035,7500,0.2844,45.5,0.0156
2021-07-31,Volkswagen,Electric_Vehicles,Asia_Pacific,12470,57577.57,0.0348,644.47,0.035,7500,0.2844,55.6,0.0125
2021-07-31,Volkswagen,Electric_Vehicles,China,14812,54254.97,0.0361,619.13,0.035,7500,0.2844,41.07,0.0221
2021-07-31,Ford,Passenger_Cars,North_America,25181,31091.34,0.0373,689.11,0.035,7500,0.2844,59.41,0.0123
2021-07-31,Ford,Passenger_Cars,Europe,31803,30006.45,0.0266,713.54,0.035,7500,0.2844,57.37,0.0099
2021-07-31,Ford,Passenger_Cars,Asia_Pacific,35760,30959.21,0.0303,654.42,0.035,7500,0.2844,45.2,0.0075
2021-07-31,Ford,Passenger_Cars,China,45421,31242.42,0.0299,615.65,0.035,7500,0.2844,62.41,0.0135
2021-07-31,Ford,Commercial_Vehicles,North_America,7811,56222.13,0.0274,669.22,0.035,7500,0.2844,53.92,0.0149
2021-07-31,Ford,Commercial_Vehicles,Europe,9378,54504.29,0.0275,684.37,0.035,7500,0.2844,49.12,0.0247
2021-07-31,Ford,Commercial_Vehicles,Asia_Pacific,10115,55996.74,0.0342,642.23,0.035,7500,0.2844,50.54,0.0097
2021-07-31,Ford,Commercial_Vehicles,China,12584,49653.32,0.0292,670.7,0.035,7500,0.2844,52.0,0.0116
2021-07-31,Ford,Electric_Vehicles,North_America,8467,49490.68,0.0258,715.39,0.035,7500,0.2844,75.0,0.007
2021-07-31,Ford,Electric_Vehicles,Europe,9385,49916.47,0.0334,621.63,0.035,7500,0.2844,54.52,0.0097
2021-07-31,Ford,Electric_Vehicles,Asia_Pacific,9913,49463.49,0.0347,700.23,0.035,7500,0.2844,58.22,0.0188
2021-07-31,Ford,Electric_Vehicles,China,12821,49674.7,0.0265,605.65,0.035,7500,0.2844,44.93,0.0124
2021-07-31,Hyundai-Kia,Passenger_Cars,North_America,23349,27702.42,0.0314,667.85,0.035,7500,0.2844,52.68,0.01
2021-07-31,Hyundai-Kia,Passenger_Cars,Europe,22826,28024.21,0.0347,680.01,0.035,7500,0.2844,51.5,0.0212
2021-07-31,Hyundai-Kia,Passenger_Cars,Asia_Pacific,28021,29161.44,0.0303,669.19,0.035,7500,0.2844,56.14,0.0169
2021-07-31,Hyundai-Kia,Passenger_Cars,China,39620,27870.94,0.022,662.1,0.035,7500,0.2844,35.69,0.0122
2021-07-31,Hyundai-Kia,Commercial_Vehicles,North_America,6485,50912.44,0.0296,659.21,0.035,7500,0.2844,42.84,0.0141
2021-07-31,Hyundai-Kia,Commercial_Vehicles,Europe,8298,51027.8,0.0289,709.63,0.035,7500,0.2844,56.79,0.0152
2021-07-31,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,10845,47610.94,0.0309,678.54,0.035,7500,0.2844,43.05,0.013
2021-07-31,Hyundai-Kia,Commercial_Vehicles,China,11012,49990.4,0.0356,579.79,0.035,7500,0.2844,60.68,0.0165
2021-07-31,Hyundai-Kia,Electric_Vehicles,North_America,6705,46880.99,0.0265,619.82,0.035,7500,0.2844,54.0,0.0068
2021-07-31,Hyundai-Kia,Electric_Vehicles,Europe,6650,44344.59,0.0282,672.08,0.035,7500,0.2844,47.67,0.0159
2021-07-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,9203,43563.42,0.0361,664.4,0.035,7500,0.2844,55.21,0.0171
2021-07-31,Hyundai-Kia,Electric_Vehicles,China,9553,44388.8,0.026,704.82,0.035,7500,0.2844,40.89,0.0103
2021-07-31,Stellantis,Passenger_Cars,North_America,22465,32075.67,0.0324,657.01,0.035,7500,0.2844,50.16,0.0185
2021-07-31,Stellantis,Passenger_Cars,Europe,27476,32476.0,0.0283,649.1,0.035,7500,0.2844,77.34,0.0148
2021-07-31,Stellantis,Passenger_Cars,Asia_Pacific,30790,30840.91,0.0305,618.77,0.035,7500,0.2844,43.97,0.0138
2021-07-31,Stellantis,Passenger_Cars,China,34816,31465.88,0.0343,660.0,0.035,7500,0.2844,46.08,0.0172
2021-07-31,Stellantis,Commercial_Vehicles,North_America,6593,52826.8,0.0315,620.9,0.035,7500,0.2844,37.87,0.0118
2021-07-31,Stellantis,Commercial_Vehicles,Europe,8204,60543.41,0.0375,628.65,0.035,7500,0.2844,54.39,0.0228
2021-07-31,Stellantis,Commercial_Vehicles,Asia_Pacific,8969,60665.34,0.0218,642.59,0.035,7500,0.2844,66.07,0.0163
2021-07-31,Stellantis,Commercial_Vehicles,China,10846,58884.76,0.0303,577.55,0.035,7500,0.2844,44.0,0.0241
2021-07-31,Stellantis,Electric_Vehicles,North_America,5908,51093.93,0.0318,634.27,0.035,7500,0.2844,41.28,0.0109
2021-07-31,Stellantis,Electric_Vehicles,Europe,7289,54788.59,0.028,684.64,0.035,7500,0.2844,65.63,0.0159
2021-07-31,Stellantis,Electric_Vehicles,Asia_Pacific,8087,51703.3,0.0339,615.16,0.035,7500,0.2844,62.86,0.0204
2021-07-31,Stellantis,Electric_Vehicles,China,9801,51199.02,0.0309,663.38,0.035,7500,0.2844,31.47,0.0136
2021-07-31,GM,Passenger_Cars,North_America,25504,30814.56,0.0243,674.84,0.035,7500,0.2844,55.32,0.0172
2021-07-31,GM,Passenger_Cars,Europe,33138,30106.27,0.0252,687.12,0.035,7500,0.2844,57.79,0.0077
2021-07-31,GM,Passenger_Cars,Asia_Pacific,38252,30937.62,0.0333,651.94,0.035,7500,0.2844,58.68,0.0136
2021-07-31,GM,Passenger_Cars,China,39552,32162.34,0.0282,681.13,0.035,7500,0.2844,47.47,0.0232
2021-07-31,GM,Commercial_Vehicles,North_America,7338,52658.83,0.0287,630.22,0.035,7500,0.2844,57.44,0.0252
2021-07-31,GM,Commercial_Vehicles,Europe,10369,55633.85,0.0285,607.88,0.035,7500,0.2844,39.79,0.0092
2021-07-31,GM,Commercial_Vehicles,Asia_Pacific,9925,56664.78,0.0257,684.62,0.035,7500,0.2844,52.09,0.0132
2021-07-31,GM,Commercial_Vehicles,China,13307,56492.91,0.0224,567.31,0.035,7500,0.2844,60.46,0.0125
2021-07-31,GM,Electric_Vehicles,North_America,8167,47518.12,0.0261,685.43,0.035,7500,0.2844,57.42,0.0145
2021-07-31,GM,Electric_Vehicles,Europe,10046,48772.61,0.0309,622.69,0.035,7500,0.2844,58.98,0.0189
2021-07-31,GM,Electric_Vehicles,Asia_Pacific,10183,46664.31,0.0318,626.44,0.035,7500,0.2844,53.05,0.0189
2021-07-31,GM,Electric_Vehicles,China,11566,48323.79,0.0317,644.57,0.035,7500,0.2844,48.7,0.0195
2021-08-31,Toyota,Passenger_Cars,North_America,37372,34276.8,0.0241,650.36,0.035,7500,0.2844,49.24,0.0144
2021-08-31,Toyota,Passenger_Cars,Europe,38250,34319.58,0.0277,676.41,0.035,7500,0.2844,31.1,0.0091
2021-08-31,Toyota,Passenger_Cars,Asia_Pacific,45819,34862.25,0.0374,681.96,0.035,7500,0.2844,49.2,0.0038
2021-08-31,Toyota,Passenger_Cars,China,51437,33523.37,0.0296,648.94,0.035,7500,0.2844,61.7,0.009
2021-08-31,Toyota,Commercial_Vehicles,North_America,10747,61555.09,0.0312,667.51,0.035,7500,0.2844,58.81,0.0005
2021-08-31,Toyota,Commercial_Vehicles,Europe,11240,65939.33,0.0244,663.25,0.035,7500,0.2844,50.35,0.0204
2021-08-31,Toyota,Commercial_Vehicles,Asia_Pacific,14198,57484.72,0.0299,664.76,0.035,7500,0.2844,59.91,0.0074
2021-08-31,Toyota,Commercial_Vehicles,China,15296,62134.46,0.0229,646.47,0.035,7500,0.2844,58.18,0.013
2021-08-31,Toyota,Electric_Vehicles,North_America,9552,55284.65,0.0271,661.65,0.035,7500,0.2844,55.83,0.0138
2021-08-31,Toyota,Electric_Vehicles,Europe,12617,57499.33,0.0277,635.0,0.035,7500,0.2844,64.76,0.0115
2021-08-31,Toyota,Electric_Vehicles,Asia_Pacific,15443,53873.61,0.0343,681.03,0.035,7500,0.2844,26.01,0.0142
2021-08-31,Toyota,Electric_Vehicles,China,14590,55324.39,0.0318,723.2,0.035,7500,0.2844,65.21,0.0138
2021-08-31,Volkswagen,Passenger_Cars,North_America,25377,38134.83,0.0305,725.44,0.035,7500,0.2844,46.18,0.0108
2021-08-31,Volkswagen,Passenger_Cars,Europe,33134,35546.17,0.0361,617.21,0.035,7500,0.2844,53.5,0.0082
2021-08-31,Volkswagen,Passenger_Cars,Asia_Pacific,41755,35107.55,0.0314,665.14,0.035,7500,0.2844,15.57,0.0056
2021-08-31,Volkswagen,Passenger_Cars,China,46444,35412.39,0.0294,662.44,0.035,7500,0.2844,33.58,0.0046
